original_index,predicted_label,model_used
1850,HAPPY,gpt-4.1
1851,SAD,gpt-4.1
1852,SAD,gpt-4.1
1853,HAPPY,gpt-4.1
1854,SAD,gpt-4.1
1855,HAPPY,gpt-4.1
1856,HAPPY,gpt-4.1
1857,HAPPY,gpt-4.1
1858,HAPPY,gpt-4.1
1859,HAPPY,gpt-4.1
1860,HAPPY,gpt-4.1
1861,SAD,gpt-4.1
1862,SAD,gpt-4.1
1863,SAD,gpt-4.1
1864,HAPPY,gpt-4.1
1865,HAPPY,gpt-4.1
1866,SAD,gpt-4.1
1867,SAD,gpt-4.1
1868,SAD,gpt-4.1
1869,SAD,gpt-4.1
1870,HAPPY,gpt-4.1
1871,SAD,gpt-4.1
1872,SAD,gpt-4.1
1873,SAD,gpt-4.1
1874,HAPPY,gpt-4.1
1875,SAD,gpt-4.1
1876,SAD,gpt-4.1
1877,HAPPY,gpt-4.1
1878,HAPPY,gpt-4.1
1879,SAD,gpt-4.1
1880,SAD,gpt-4.1
1881,SAD,gpt-4.1
1882,SAD,gpt-4.1
1883,HAPPY,gpt-4.1
1884,SAD,gpt-4.1
1885,SAD,gpt-4.1
1886,SAD,gpt-4.1
1887,HAPPY,gpt-4.1
1888,SAD,gpt-4.1
1889,SAD,gpt-4.1
1890,SAD,gpt-4.1
1891,SAD,gpt-4.1
1892,SAD,gpt-4.1
1893,SAD,gpt-4.1
1894,SAD,gpt-4.1
1895,SAD,gpt-4.1
1896,HAPPY,gpt-4.1
1897,SAD,gpt-4.1
1898,SAD,gpt-4.1
1899,HAPPY,gpt-4.1
1900,SAD,gpt-4.1
1901,HAPPY,gpt-4.1
1902,HAPPY,gpt-4.1
1903,HAPPY,gpt-4.1
1904,SAD,gpt-4.1
1905,HAPPY,gpt-4.1
1906,HAPPY,gpt-4.1
1907,HAPPY,gpt-4.1
1908,SAD,gpt-4.1
1909,SAD,gpt-4.1
1910,SAD,gpt-4.1
1911,SAD,gpt-4.1
1912,SAD,gpt-4.1
1913,HAPPY,gpt-4.1
1914,SAD,gpt-4.1
1915,SAD,gpt-4.1
1916,SAD,gpt-4.1
1917,HAPPY,gpt-4.1
1918,SAD,gpt-4.1
1919,SAD,gpt-4.1
1920,HAPPY,gpt-4.1
1921,HAPPY,gpt-4.1
1922,HAPPY,gpt-4.1
1923,SAD,gpt-4.1
1924,SAD,gpt-4.1
1925,SAD,gpt-4.1
1926,SAD,gpt-4.1
1927,SAD,gpt-4.1
1928,SAD,gpt-4.1
1929,SAD,gpt-4.1
1930,SAD,gpt-4.1
1931,SAD,gpt-4.1
1932,SAD,gpt-4.1
1933,HAPPY,gpt-4.1
1934,SAD,gpt-4.1
1935,SAD,gpt-4.1
1936,SAD,gpt-4.1
1937,SAD,gpt-4.1
1938,SAD,gpt-4.1
1939,SAD,gpt-4.1
1940,HAPPY,gpt-4.1
1941,HAPPY,gpt-4.1
1942,HAPPY,gpt-4.1
1943,SAD,gpt-4.1
1944,SAD,gpt-4.1
1945,HAPPY,gpt-4.1
1946,SAD,gpt-4.1
1947,SAD,gpt-4.1
1948,SAD,gpt-4.1
1949,SAD,gpt-4.1
1950,SAD,gpt-4.1
1951,SAD,gpt-4.1
1952,SAD,gpt-4.1
1953,SAD,gpt-4.1
1954,SAD,gpt-4.1
1955,SAD,gpt-4.1
1956,SAD,gpt-4.1
1957,SAD,gpt-4.1
1958,HAPPY,gpt-4.1
1959,HAPPY,gpt-4.1
1960,SAD,gpt-4.1
1961,SAD,gpt-4.1
1962,HAPPY,gpt-4.1
1963,SAD,gpt-4.1
1964,HAPPY,gpt-4.1
1965,SAD,gpt-4.1
1966,HAPPY,gpt-4.1
1967,SAD,gpt-4.1
1968,SAD,gpt-4.1
1969,SAD,gpt-4.1
1970,SAD,gpt-4.1
1971,HAPPY,gpt-4.1
1972,HAPPY,gpt-4.1
1973,SAD,gpt-4.1
1974,HAPPY,gpt-4.1
1975,HAPPY,gpt-4.1
1976,SAD,gpt-4.1
1977,SAD,gpt-4.1
1978,HAPPY,gpt-4.1
1979,SAD,gpt-4.1
1980,SAD,gpt-4.1
1981,HAPPY,gpt-4.1
1982,HAPPY,gpt-4.1
1983,SAD,gpt-4.1
1984,SAD,gpt-4.1
1985,HAPPY,gpt-4.1
1986,SAD,gpt-4.1
1987,SAD,gpt-4.1
1988,HAPPY,gpt-4.1
1989,SAD,gpt-4.1
1990,SAD,gpt-4.1
1991,SAD,gpt-4.1
1992,SAD,gpt-4.1
1993,SAD,gpt-4.1
1994,HAPPY,gpt-4.1
1995,HAPPY,gpt-4.1
1996,SAD,gpt-4.1
1997,SAD,gpt-4.1
1998,SAD,gpt-4.1
1999,HAPPY,gpt-4.1
2000,SAD,gpt-4.1
2001,SAD,gpt-4.1
2002,SAD,gpt-4.1
2003,HAPPY,gpt-4.1
2004,HAPPY,gpt-4.1
2005,HAPPY,gpt-4.1
2006,HAPPY,gpt-4.1
2007,HAPPY,gpt-4.1
2008,SAD,gpt-4.1
2009,SAD,gpt-4.1
2010,SAD,gpt-4.1
2011,SAD,gpt-4.1
2012,SAD,gpt-4.1
2013,SAD,gpt-4.1
2014,SAD,gpt-4.1
2015,HAPPY,gpt-4.1
2016,HAPPY,gpt-4.1
2017,SAD,gpt-4.1
2018,HAPPY,gpt-4.1
2019,SAD,gpt-4.1
2020,SAD,gpt-4.1
2021,SAD,gpt-4.1
2022,HAPPY,gpt-4.1
2023,HAPPY,gpt-4.1
2024,HAPPY,gpt-4.1
2025,HAPPY,gpt-4.1
2026,SAD,gpt-4.1
2027,HAPPY,gpt-4.1
2028,SAD,gpt-4.1
2029,SAD,gpt-4.1
2030,SAD,gpt-4.1
2031,HAPPY,gpt-4.1
2032,SAD,gpt-4.1
2033,HAPPY,gpt-4.1
2034,HAPPY,gpt-4.1
2035,HAPPY,gpt-4.1
2036,SAD,gpt-4.1
2037,SAD,gpt-4.1
2038,SAD,gpt-4.1
2039,HAPPY,gpt-4.1
2040,HAPPY,gpt-4.1
2041,HAPPY,gpt-4.1
2042,SAD,gpt-4.1
2043,SAD,gpt-4.1
2044,SAD,gpt-4.1
2045,SAD,gpt-4.1
2046,SAD,gpt-4.1
2047,HAPPY,gpt-4.1
2048,SAD,gpt-4.1
2049,SAD,gpt-4.1
2050,SAD,gpt-4.1
2051,SAD,gpt-4.1
2052,SAD,gpt-4.1
2053,HAPPY,gpt-4.1
2054,SAD,gpt-4.1
2055,HAPPY,gpt-4.1
2056,SAD,gpt-4.1
2057,SAD,gpt-4.1
2058,SAD,gpt-4.1
2059,SAD,gpt-4.1
2060,SAD,gpt-4.1
2061,SAD,gpt-4.1
2062,SAD,gpt-4.1
2063,HAPPY,gpt-4.1
2064,SAD,gpt-4.1
2065,SAD,gpt-4.1
2066,SAD,gpt-4.1
2067,SAD,gpt-4.1
2068,SAD,gpt-4.1
2069,HAPPY,gpt-4.1
2070,HAPPY,gpt-4.1
2071,SAD,gpt-4.1
2072,SAD,gpt-4.1
2073,SAD,gpt-4.1
2074,SAD,gpt-4.1
2075,SAD,gpt-4.1
2076,SAD,gpt-4.1
2077,SAD,gpt-4.1
2078,SAD,gpt-4.1
2079,SAD,gpt-4.1
2080,HAPPY,gpt-4.1
2081,SAD,gpt-4.1
2082,SAD,gpt-4.1
2083,HAPPY,gpt-4.1
2084,SAD,gpt-4.1
2085,SAD,gpt-4.1
2086,HAPPY,gpt-4.1
2087,SAD,gpt-4.1
2088,HAPPY,gpt-4.1
2089,SAD,gpt-4.1
2090,HAPPY,gpt-4.1
2091,SAD,gpt-4.1
2092,HAPPY,gpt-4.1
2093,HAPPY,gpt-4.1
2094,HAPPY,gpt-4.1
2095,SAD,gpt-4.1
2096,SAD,gpt-4.1
2097,HAPPY,gpt-4.1
2098,HAPPY,gpt-4.1
2099,HAPPY,gpt-4.1
2100,HAPPY,gpt-4.1
2101,SAD,gpt-4.1
2102,SAD,gpt-4.1
2103,HAPPY,gpt-4.1
2104,SAD,gpt-4.1
2105,SAD,gpt-4.1
2106,HAPPY,gpt-4.1
2107,SAD,gpt-4.1
2108,HAPPY,gpt-4.1
2109,SAD,gpt-4.1
2110,SAD,gpt-4.1
2111,SAD,gpt-4.1
2112,HAPPY,gpt-4.1
2113,SAD,gpt-4.1
2114,SAD,gpt-4.1
2115,HAPPY,gpt-4.1
2116,SAD,gpt-4.1
2117,SAD,gpt-4.1
2118,SAD,gpt-4.1
2119,SAD,gpt-4.1
2120,SAD,gpt-4.1
2121,SAD,gpt-4.1
2122,HAPPY,gpt-4.1
2123,SAD,gpt-4.1
2124,SAD,gpt-4.1
2125,SAD,gpt-4.1
2126,HAPPY,gpt-4.1
2127,SAD,gpt-4.1
2128,SAD,gpt-4.1
2129,SAD,gpt-4.1
2130,SAD,gpt-4.1
2131,SAD,gpt-4.1
2132,SAD,gpt-4.1
2133,SAD,gpt-4.1
2134,HAPPY,gpt-4.1
2135,HAPPY,gpt-4.1
2136,SAD,gpt-4.1
2137,SAD,gpt-4.1
2138,HAPPY,gpt-4.1
2139,SAD,gpt-4.1
2140,SAD,gpt-4.1
2141,SAD,gpt-4.1
2142,HAPPY,gpt-4.1
2143,HAPPY,gpt-4.1
2144,HAPPY,gpt-4.1
2145,SAD,gpt-4.1
2146,SAD,gpt-4.1
2147,HAPPY,gpt-4.1
2148,SAD,gpt-4.1
2149,HAPPY,gpt-4.1
2150,SAD,gpt-4.1
2151,HAPPY,gpt-4.1
2152,SAD,gpt-4.1
2153,HAPPY,gpt-4.1
2154,SAD,gpt-4.1
2155,HAPPY,gpt-4.1
2156,HAPPY,gpt-4.1
2157,HAPPY,gpt-4.1
2158,SAD,gpt-4.1
2159,HAPPY,gpt-4.1
2160,HAPPY,gpt-4.1
2161,SAD,gpt-4.1
2162,SAD,gpt-4.1
2163,SAD,gpt-4.1
2164,HAPPY,gpt-4.1
2165,HAPPY,gpt-4.1
2166,SAD,gpt-4.1
2167,SAD,gpt-4.1
2168,HAPPY,gpt-4.1
2169,SAD,gpt-4.1
2170,HAPPY,gpt-4.1
2171,HAPPY,gpt-4.1
2172,HAPPY,gpt-4.1
2173,SAD,gpt-4.1
2174,SAD,gpt-4.1
2175,SAD,gpt-4.1
2176,SAD,gpt-4.1
2177,HAPPY,gpt-4.1
2178,SAD,gpt-4.1
2179,HAPPY,gpt-4.1
2180,SAD,gpt-4.1
2181,SAD,gpt-4.1
2182,SAD,gpt-4.1
2183,HAPPY,gpt-4.1
2184,SAD,gpt-4.1
2185,HAPPY,gpt-4.1
2186,SAD,gpt-4.1
2187,SAD,gpt-4.1
2188,SAD,gpt-4.1
2189,SAD,gpt-4.1
2190,SAD,gpt-4.1
2191,SAD,gpt-4.1
2192,HAPPY,gpt-4.1
2193,HAPPY,gpt-4.1
2194,HAPPY,gpt-4.1
2195,HAPPY,gpt-4.1
2196,HAPPY,gpt-4.1
2197,HAPPY,gpt-4.1
2198,SAD,gpt-4.1
2199,SAD,gpt-4.1
2200,HAPPY,gpt-4.1
2201,HAPPY,gpt-4.1
2202,HAPPY,gpt-4.1
2203,SAD,gpt-4.1
2204,SAD,gpt-4.1
2205,SAD,gpt-4.1
2206,SAD,gpt-4.1
2207,SAD,gpt-4.1
2208,SAD,gpt-4.1
2209,HAPPY,gpt-4.1
2210,SAD,gpt-4.1
2211,SAD,gpt-4.1
2212,SAD,gpt-4.1
2213,SAD,gpt-4.1
2214,HAPPY,gpt-4.1
2215,SAD,gpt-4.1
2216,SAD,gpt-4.1
2217,SAD,gpt-4.1
2218,HAPPY,gpt-4.1
2219,SAD,gpt-4.1
2220,HAPPY,gpt-4.1
2221,SAD,gpt-4.1
2222,SAD,gpt-4.1
2223,SAD,gpt-4.1
2224,SAD,gpt-4.1
2225,SAD,gpt-4.1
2226,HAPPY,gpt-4.1
2227,SAD,gpt-4.1
2228,SAD,gpt-4.1
2229,SAD,gpt-4.1
2230,SAD,gpt-4.1
2231,SAD,gpt-4.1
2232,SAD,gpt-4.1
2233,HAPPY,gpt-4.1
2234,HAPPY,gpt-4.1
2235,SAD,gpt-4.1
2236,HAPPY,gpt-4.1
2237,SAD,gpt-4.1
2238,SAD,gpt-4.1
2239,SAD,gpt-4.1
2240,SAD,gpt-4.1
2241,HAPPY,gpt-4.1
2242,SAD,gpt-4.1
2243,SAD,gpt-4.1
2244,HAPPY,gpt-4.1
2245,SAD,gpt-4.1
2246,HAPPY,gpt-4.1
2247,HAPPY,gpt-4.1
2248,HAPPY,gpt-4.1
2249,SAD,gpt-4.1
2250,HAPPY,gpt-4.1
2251,SAD,gpt-4.1
2252,SAD,gpt-4.1
2253,SAD,gpt-4.1
2254,HAPPY,gpt-4.1
2255,HAPPY,gpt-4.1
2256,HAPPY,gpt-4.1
2257,HAPPY,gpt-4.1
2258,HAPPY,gpt-4.1
2259,SAD,gpt-4.1
2260,HAPPY,gpt-4.1
2261,HAPPY,gpt-4.1
2262,HAPPY,gpt-4.1
2263,SAD,gpt-4.1
2264,SAD,gpt-4.1
2265,SAD,gpt-4.1
2266,HAPPY,gpt-4.1
2267,HAPPY,gpt-4.1
2268,SAD,gpt-4.1
2269,SAD,gpt-4.1
2270,SAD,gpt-4.1
2271,HAPPY,gpt-4.1
2272,SAD,gpt-4.1
2273,HAPPY,gpt-4.1
2274,SAD,gpt-4.1
2275,SAD,gpt-4.1
2276,SAD,gpt-4.1
2277,SAD,gpt-4.1
2278,SAD,gpt-4.1
2279,SAD,gpt-4.1
2280,SAD,gpt-4.1
2281,SAD,gpt-4.1
2282,HAPPY,gpt-4.1
2283,SAD,gpt-4.1
2284,SAD,gpt-4.1
2285,SAD,gpt-4.1
2286,SAD,gpt-4.1
2287,HAPPY,gpt-4.1
2288,HAPPY,gpt-4.1
2289,SAD,gpt-4.1
2290,HAPPY,gpt-4.1
2291,SAD,gpt-4.1
2292,SAD,gpt-4.1
2293,HAPPY,gpt-4.1
2294,SAD,gpt-4.1
2295,HAPPY,gpt-4.1
2296,HAPPY,gpt-4.1
2297,SAD,gpt-4.1
2298,SAD,gpt-4.1
2299,SAD,gpt-4.1
2300,HAPPY,gpt-4.1
2301,SAD,gpt-4.1
2302,SAD,gpt-4.1
2303,SAD,gpt-4.1
2304,SAD,gpt-4.1
2305,SAD,gpt-4.1
2306,HAPPY,gpt-4.1
2307,SAD,gpt-4.1
2308,HAPPY,gpt-4.1
2309,HAPPY,gpt-4.1
2310,HAPPY,gpt-4.1
2311,HAPPY,gpt-4.1
2312,SAD,gpt-4.1
2313,SAD,gpt-4.1
2314,SAD,gpt-4.1
2315,HAPPY,gpt-4.1
2316,SAD,gpt-4.1
2317,SAD,gpt-4.1
2318,SAD,gpt-4.1
2319,HAPPY,gpt-4.1
2320,HAPPY,gpt-4.1
2321,SAD,gpt-4.1
2322,SAD,gpt-4.1
2323,SAD,gpt-4.1
2324,HAPPY,gpt-4.1
2325,SAD,gpt-4.1
2326,SAD,gpt-4.1
2327,SAD,gpt-4.1
2328,HAPPY,gpt-4.1
2329,SAD,gpt-4.1
2330,HAPPY,gpt-4.1
2331,HAPPY,gpt-4.1
2332,SAD,gpt-4.1
2333,HAPPY,gpt-4.1
2334,SAD,gpt-4.1
2335,SAD,gpt-4.1
2336,HAPPY,gpt-4.1
2337,SAD,gpt-4.1
2338,HAPPY,gpt-4.1
2339,SAD,gpt-4.1
2340,SAD,gpt-4.1
2341,SAD,gpt-4.1
2342,HAPPY,gpt-4.1
2343,SAD,gpt-4.1
2344,SAD,gpt-4.1
2345,SAD,gpt-4.1
2346,HAPPY,gpt-4.1
2347,HAPPY,gpt-4.1
2348,HAPPY,gpt-4.1
2349,SAD,gpt-4.1
2350,SAD,gpt-4.1
2351,HAPPY,gpt-4.1
2352,HAPPY,gpt-4.1
2353,SAD,gpt-4.1
2354,HAPPY,gpt-4.1
2355,HAPPY,gpt-4.1
2356,SAD,gpt-4.1
2357,HAPPY,gpt-4.1
2358,SAD,gpt-4.1
2359,SAD,gpt-4.1
2360,HAPPY,gpt-4.1
2361,HAPPY,gpt-4.1
2362,SAD,gpt-4.1
2363,SAD,gpt-4.1
2364,HAPPY,gpt-4.1
2365,SAD,gpt-4.1
2366,SAD,gpt-4.1
2367,SAD,gpt-4.1
2368,HAPPY,gpt-4.1
2369,HAPPY,gpt-4.1
2370,SAD,gpt-4.1
2371,SAD,gpt-4.1
2372,SAD,gpt-4.1
2373,SAD,gpt-4.1
2374,SAD,gpt-4.1
2375,HAPPY,gpt-4.1
2376,HAPPY,gpt-4.1
2377,HAPPY,gpt-4.1
2378,HAPPY,gpt-4.1
2379,HAPPY,gpt-4.1
2380,SAD,gpt-4.1
2381,SAD,gpt-4.1
2382,SAD,gpt-4.1
2383,SAD,gpt-4.1
2384,SAD,gpt-4.1
2385,SAD,gpt-4.1
2386,SAD,gpt-4.1
2387,SAD,gpt-4.1
2388,HAPPY,gpt-4.1
2389,HAPPY,gpt-4.1
2390,SAD,gpt-4.1
2391,HAPPY,gpt-4.1
2392,HAPPY,gpt-4.1
2393,SAD,gpt-4.1
2394,SAD,gpt-4.1
2395,SAD,gpt-4.1
2396,HAPPY,gpt-4.1
2397,HAPPY,gpt-4.1
2398,SAD,gpt-4.1
2399,HAPPY,gpt-4.1
2400,SAD,gpt-4.1
2401,SAD,gpt-4.1
2402,SAD,gpt-4.1
2403,SAD,gpt-4.1
2404,HAPPY,gpt-4.1
2405,SAD,gpt-4.1
2406,HAPPY,gpt-4.1
2407,SAD,gpt-4.1
2408,SAD,gpt-4.1
2409,HAPPY,gpt-4.1
2410,SAD,gpt-4.1
2411,SAD,gpt-4.1
2412,SAD,gpt-4.1
2413,SAD,gpt-4.1
2414,SAD,gpt-4.1
2415,HAPPY,gpt-4.1
2416,HAPPY,gpt-4.1
2417,SAD,gpt-4.1
2418,SAD,gpt-4.1
2419,HAPPY,gpt-4.1
2420,SAD,gpt-4.1
2421,SAD,gpt-4.1
2422,SAD,gpt-4.1
2423,SAD,gpt-4.1
2424,HAPPY,gpt-4.1
2425,HAPPY,gpt-4.1
2426,HAPPY,gpt-4.1
2427,HAPPY,gpt-4.1
2428,SAD,gpt-4.1
2429,SAD,gpt-4.1
2430,SAD,gpt-4.1
2431,SAD,gpt-4.1
2432,HAPPY,gpt-4.1
2433,HAPPY,gpt-4.1
2434,SAD,gpt-4.1
2435,SAD,gpt-4.1
2436,SAD,gpt-4.1
2437,SAD,gpt-4.1
2438,SAD,gpt-4.1
2439,SAD,gpt-4.1
2440,HAPPY,gpt-4.1
2441,SAD,gpt-4.1
2442,SAD,gpt-4.1
2443,SAD,gpt-4.1
2444,SAD,gpt-4.1
2445,SAD,gpt-4.1
2446,SAD,gpt-4.1
2447,SAD,gpt-4.1
2448,SAD,gpt-4.1
2449,SAD,gpt-4.1
2450,SAD,gpt-4.1
2451,SAD,gpt-4.1
2452,HAPPY,gpt-4.1
2453,SAD,gpt-4.1
2454,SAD,gpt-4.1
2455,SAD,gpt-4.1
2456,SAD,gpt-4.1
2457,SAD,gpt-4.1
2458,SAD,gpt-4.1
2459,SAD,gpt-4.1
2460,HAPPY,gpt-4.1
2461,HAPPY,gpt-4.1
2462,HAPPY,gpt-4.1
2463,HAPPY,gpt-4.1
2464,SAD,gpt-4.1
2465,SAD,gpt-4.1
2466,SAD,gpt-4.1
2467,HAPPY,gpt-4.1
2468,HAPPY,gpt-4.1
2469,HAPPY,gpt-4.1
2470,HAPPY,gpt-4.1
2471,SAD,gpt-4.1
2472,SAD,gpt-4.1
2473,HAPPY,gpt-4.1
2474,HAPPY,gpt-4.1
2475,SAD,gpt-4.1
2476,SAD,gpt-4.1
2477,SAD,gpt-4.1
2478,SAD,gpt-4.1
2479,SAD,gpt-4.1
2480,SAD,gpt-4.1
2481,HAPPY,gpt-4.1
2482,SAD,gpt-4.1
2483,HAPPY,gpt-4.1
2484,SAD,gpt-4.1
2485,SAD,gpt-4.1
2486,HAPPY,gpt-4.1
2487,HAPPY,gpt-4.1
2488,SAD,gpt-4.1
2489,SAD,gpt-4.1
2490,SAD,gpt-4.1
2491,SAD,gpt-4.1
2492,SAD,gpt-4.1
2493,HAPPY,gpt-4.1
2494,SAD,gpt-4.1
2495,SAD,gpt-4.1
2496,HAPPY,gpt-4.1
2497,HAPPY,gpt-4.1
2498,HAPPY,gpt-4.1
2499,HAPPY,gpt-4.1
2500,SAD,gpt-4.1
2501,HAPPY,gpt-4.1
2502,SAD,gpt-4.1
2503,HAPPY,gpt-4.1
2504,SAD,gpt-4.1
2505,SAD,gpt-4.1
2506,HAPPY,gpt-4.1
2507,HAPPY,gpt-4.1
2508,SAD,gpt-4.1
2509,HAPPY,gpt-4.1
2510,SAD,gpt-4.1
2511,SAD,gpt-4.1
2512,HAPPY,gpt-4.1
2513,SAD,gpt-4.1
2514,SAD,gpt-4.1
2515,SAD,gpt-4.1
2516,SAD,gpt-4.1
2517,HAPPY,gpt-4.1
2518,HAPPY,gpt-4.1
2519,SAD,gpt-4.1
2520,SAD,gpt-4.1
2521,HAPPY,gpt-4.1
2522,HAPPY,gpt-4.1
2523,SAD,gpt-4.1
2524,HAPPY,gpt-4.1
2525,SAD,gpt-4.1
2526,HAPPY,gpt-4.1
2527,HAPPY,gpt-4.1
2528,SAD,gpt-4.1
2529,SAD,gpt-4.1
2530,HAPPY,gpt-4.1
2531,HAPPY,gpt-4.1
2532,SAD,gpt-4.1
2533,SAD,gpt-4.1
2534,SAD,gpt-4.1
2535,SAD,gpt-4.1
2536,SAD,gpt-4.1
2537,SAD,gpt-4.1
2538,HAPPY,gpt-4.1
2539,SAD,gpt-4.1
2540,HAPPY,gpt-4.1
2541,SAD,gpt-4.1
2542,SAD,gpt-4.1
2543,HAPPY,gpt-4.1
2544,HAPPY,gpt-4.1
2545,SAD,gpt-4.1
2546,SAD,gpt-4.1
2547,SAD,gpt-4.1
2548,SAD,gpt-4.1
2549,SAD,gpt-4.1
2550,HAPPY,gpt-4.1
2551,SAD,gpt-4.1
2552,SAD,gpt-4.1
2553,SAD,gpt-4.1
2554,SAD,gpt-4.1
2555,SAD,gpt-4.1
2556,SAD,gpt-4.1
2557,SAD,gpt-4.1
2558,HAPPY,gpt-4.1
2559,HAPPY,gpt-4.1
2560,SAD,gpt-4.1
2561,HAPPY,gpt-4.1
2562,SAD,gpt-4.1
2563,SAD,gpt-4.1
2564,SAD,gpt-4.1
2565,SAD,gpt-4.1
2566,SAD,gpt-4.1
2567,SAD,gpt-4.1
2568,SAD,gpt-4.1
2569,SAD,gpt-4.1
2570,HAPPY,gpt-4.1
2571,SAD,gpt-4.1
2572,SAD,gpt-4.1
2573,SAD,gpt-4.1
2574,SAD,gpt-4.1
2575,HAPPY,gpt-4.1
2576,SAD,gpt-4.1
2577,HAPPY,gpt-4.1
2578,SAD,gpt-4.1
2579,SAD,gpt-4.1
2580,SAD,gpt-4.1
2581,SAD,gpt-4.1
2582,SAD,gpt-4.1
2583,SAD,gpt-4.1
2584,HAPPY,gpt-4.1
2585,HAPPY,gpt-4.1
2586,SAD,gpt-4.1
2587,HAPPY,gpt-4.1
2588,HAPPY,gpt-4.1
2589,HAPPY,gpt-4.1
2590,SAD,gpt-4.1
2591,SAD,gpt-4.1
2592,HAPPY,gpt-4.1
2593,SAD,gpt-4.1
2594,SAD,gpt-4.1
2595,SAD,gpt-4.1
2596,SAD,gpt-4.1
2597,SAD,gpt-4.1
2598,SAD,gpt-4.1
2599,SAD,gpt-4.1
2600,SAD,gpt-4.1
2601,HAPPY,gpt-4.1
2602,HAPPY,gpt-4.1
2603,HAPPY,gpt-4.1
2604,SAD,gpt-4.1
2605,HAPPY,gpt-4.1
2606,SAD,gpt-4.1
2607,HAPPY,gpt-4.1
2608,SAD,gpt-4.1
2609,SAD,gpt-4.1
2610,HAPPY,gpt-4.1
2611,HAPPY,gpt-4.1
2612,SAD,gpt-4.1
2613,HAPPY,gpt-4.1
2614,SAD,gpt-4.1
2615,SAD,gpt-4.1
2616,HAPPY,gpt-4.1
2617,HAPPY,gpt-4.1
2618,SAD,gpt-4.1
2619,SAD,gpt-4.1
2620,SAD,gpt-4.1
2621,HAPPY,gpt-4.1
2622,HAPPY,gpt-4.1
2623,SAD,gpt-4.1
2624,SAD,gpt-4.1
2625,HAPPY,gpt-4.1
2626,SAD,gpt-4.1
2627,SAD,gpt-4.1
2628,SAD,gpt-4.1
2629,SAD,gpt-4.1
2630,SAD,gpt-4.1
2631,HAPPY,gpt-4.1
2632,SAD,gpt-4.1
2633,SAD,gpt-4.1
2634,HAPPY,gpt-4.1
2635,HAPPY,gpt-4.1
2636,SAD,gpt-4.1
2637,HAPPY,gpt-4.1
2638,SAD,gpt-4.1
2639,HAPPY,gpt-4.1
2640,SAD,gpt-4.1
2641,SAD,gpt-4.1
2642,SAD,gpt-4.1
2643,SAD,gpt-4.1
2644,SAD,gpt-4.1
2645,SAD,gpt-4.1
2646,HAPPY,gpt-4.1
2647,HAPPY,gpt-4.1
2648,SAD,gpt-4.1
2649,SAD,gpt-4.1
2650,SAD,gpt-4.1
2651,HAPPY,gpt-4.1
2652,HAPPY,gpt-4.1
2653,SAD,gpt-4.1
2654,HAPPY,gpt-4.1
2655,HAPPY,gpt-4.1
2656,SAD,gpt-4.1
2657,SAD,gpt-4.1
2658,HAPPY,gpt-4.1
2659,HAPPY,gpt-4.1
2660,HAPPY,gpt-4.1
2661,SAD,gpt-4.1
2662,SAD,gpt-4.1
2663,SAD,gpt-4.1
2664,HAPPY,gpt-4.1
2665,HAPPY,gpt-4.1
2666,SAD,gpt-4.1
2667,SAD,gpt-4.1
2668,SAD,gpt-4.1
2669,HAPPY,gpt-4.1
2670,HAPPY,gpt-4.1
2671,HAPPY,gpt-4.1
2672,SAD,gpt-4.1
2673,HAPPY,gpt-4.1
2674,SAD,gpt-4.1
2675,HAPPY,gpt-4.1
2676,SAD,gpt-4.1
2677,HAPPY,gpt-4.1
2678,HAPPY,gpt-4.1
2679,SAD,gpt-4.1
2680,SAD,gpt-4.1
2681,SAD,gpt-4.1
2682,HAPPY,gpt-4.1
2683,HAPPY,gpt-4.1
2684,HAPPY,gpt-4.1
2685,SAD,gpt-4.1
2686,HAPPY,gpt-4.1
2687,HAPPY,gpt-4.1
2688,HAPPY,gpt-4.1
2689,HAPPY,gpt-4.1
2690,HAPPY,gpt-4.1
2691,HAPPY,gpt-4.1
2692,SAD,gpt-4.1
2693,SAD,gpt-4.1
2694,HAPPY,gpt-4.1
2695,SAD,gpt-4.1
2696,SAD,gpt-4.1
2697,HAPPY,gpt-4.1
2698,SAD,gpt-4.1
2699,SAD,gpt-4.1
2700,HAPPY,gpt-4.1
2701,HAPPY,gpt-4.1
2702,HAPPY,gpt-4.1
2703,SAD,gpt-4.1
2704,HAPPY,gpt-4.1
2705,SAD,gpt-4.1
2706,HAPPY,gpt-4.1
2707,HAPPY,gpt-4.1
2708,HAPPY,gpt-4.1
2709,SAD,gpt-4.1
2710,SAD,gpt-4.1
2711,SAD,gpt-4.1
2712,SAD,gpt-4.1
2713,SAD,gpt-4.1
2714,SAD,gpt-4.1
2715,SAD,gpt-4.1
2716,HAPPY,gpt-4.1
2717,SAD,gpt-4.1
2718,SAD,gpt-4.1
2719,SAD,gpt-4.1
2720,SAD,gpt-4.1
2721,SAD,gpt-4.1
2722,HAPPY,gpt-4.1
2723,HAPPY,gpt-4.1
2724,SAD,gpt-4.1
2725,HAPPY,gpt-4.1
2726,SAD,gpt-4.1
2727,HAPPY,gpt-4.1
2728,SAD,gpt-4.1
2729,HAPPY,gpt-4.1
2730,SAD,gpt-4.1
2731,SAD,gpt-4.1
2732,SAD,gpt-4.1
2733,SAD,gpt-4.1
2734,HAPPY,gpt-4.1
2735,SAD,gpt-4.1
2736,HAPPY,gpt-4.1
2737,HAPPY,gpt-4o
