original_index,comment,label,predicted_label,is_correct,model_used
3784,همه چیز خیلی خوب بود فقط خیلی طول کشید که برسه,HAPPY,HAPPY,True,gpt-4.1
3785,فقط دیر به دستم رسید,HAPPY,SAD,False,gpt-4.1
3786,پیتزا بیکن افتضاح بوی بد میداد، تیکه‌های فیله انگار که با چسب چسبونده شده بود انقد که مونده بود و بوی بد گرفته بود …سیب زمینی هم کاملا مشخص بود که برای یک هفته پیش بود. واقعا متاسفم,SAD,SAD,True,gpt-4.1
3787,غذا سرد بود ارسال شد و کیفیت پیتزا با شعبه‌های دیگش خیلی فرق داشت,SAD,SAD,True,gpt-4.1
3788,غذا سرد بود و کیفیت بالایی نداشت، به نظر میرسید تاره نباشد.,SAD,SAD,True,gpt-4.1
3789,به جای تخم مرغ مروارید تلاونگ فرستاده بودن,SAD,SAD,True,gpt-4.1
3790,بال کبابی تقریبا نپخته بود و ماسیده بود زمان ارسالشون خیلی سریع بود,SAD,SAD,True,gpt-4.1
3791,غذا کاملا سرد و دیر رسید.,SAD,SAD,True,gpt-4.1
3792,کیک خوب و تازه بود فقط از وسط ترک خورده بود!!! نمیدونم موقع حمل این اتفاق افتاده یا در قنادی به همین صورت بوده! در هرصورت ما این کیک رو برامهمانی بردیم و جلوه خوبی نداشت,HAPPY,HAPPY,True,gpt-4.1
3793,عالی بود. احسنت. ادامه دهید …,HAPPY,HAPPY,True,gpt-4.1
3794,خیلی خوشمزه بود ولی من یکیشو تند سفارش دادم اما جفتش نرمال بود,HAPPY,HAPPY,True,gpt-4.1
3795,Nesbat be hajm shirini yekam gerune,HAPPY,SAD,False,gpt-4.1
3796,پیتزا چیکن خوبی نبود. نیاز به بهتر شدن,HAPPY,SAD,False,gpt-4.1
3797,سلام، من امشب یه سیب مخصوص گرفتم خیلی خوب بود ممنون,HAPPY,HAPPY,True,gpt-4.1
3798,چیکن کوردن بلو خیلی چرب بود و حجمش نسبت به قیمت بسیار کم بود.,HAPPY,SAD,False,gpt-4.1
3799,بسیار بسیار کهنه و بیات بود، تولد هم داشتیم کاملا آبروریزی شد، هم هزینه کردیم هم حرص خوردیم هم آبرومون رفت، متاسفم براتون,SAD,SAD,True,gpt-4.1
3800,خوش طعم بود سریع ارسال شد فقط کمی سرد بود,HAPPY,HAPPY,True,gpt-4.1
3801,مرغش مزه موندگی میداد,SAD,SAD,True,gpt-4.1
3802,ساندویچ بیکن شور بود,HAPPY,SAD,False,gpt-4.1
3803,عالی و پرکنجد و پخته,HAPPY,HAPPY,True,gpt-4.1
3804,غذا کاملا سرد بود از رفتارى و اسنپ فود انتظار بیشترى هست که بتوانند غذا را گرم تحویل دهند. کیفیت نان، گوجه و برنج ته چین هم پایین بود.,SAD,SAD,True,gpt-4.1
3805,سیب زمینی خیلی سرد بود. حجم مرغ هم به نظر میامد کم شده,SAD,SAD,True,gpt-4.1
3806,باسلام نان سنتی و پنیر و سبزی، سبزی داخل کاملا پلاسیده بود و مقدار پنیر به نسبت نان بسیار ناچیز بود. نان آلمانی و پنیر و گوجه و گردو اصلا گردو نداشت و ریحان داخل پلاسیده بود. ارسال بسیار با تاخیر انجام شد.,SAD,SAD,True,gpt-4.1
3807,خیلی ممنون بسیار عالی موفق باشید,HAPPY,HAPPY,True,gpt-4.1
3808,خیلی طول کشید نان سرد و تازه هم نبود واقعا پشیمونم ازین اعتماد و امتحان,SAD,SAD,True,gpt-4.1
3809,غذاها خوب بود ولی دقیقا یکساعت طول کشید تا بدستمون برسه,HAPPY,SAD,False,gpt-4.1
3810,کیک موقع تحویل برگشته بود,HAPPY,SAD,False,gpt-4.1
3811,همه چیز واقعا عالی بود و لذت بردیم فقط یه مقدار قارچ سوخاری‌ها بی مزه بود ک با نمک و سس عالی شد,HAPPY,HAPPY,True,gpt-4.1
3812,سلام.. مقدار غذا خوب بود ولی بیش از حد چرب بود.. سپاس,SAD,SAD,True,gpt-4.1
3813,زیاد طول نکشید. سالم و با رعایت نکات بهداشتی به دستم رسید. سپاسگزارم,HAPPY,HAPPY,True,gpt-4.1
3814,وجی چین عدس پلو بقدری شیرین بود بیشتر شبیه به کیک بود تا غذا.,HAPPY,SAD,False,gpt-4.1
3815,ی سالاد ۲ ساعت نباید طول بکشه آوردن ش واقعا منطقی نیست دو ساعت واسه‌ی سالاد طول بدید,SAD,SAD,True,gpt-4.1
3816,غذا دیر رسید نسبت به قیمت خوب بود,HAPPY,HAPPY,True,gpt-4.1
3817,ممنون غذاتون خوب بود,HAPPY,HAPPY,True,gpt-4.1
3818,طعم غذا بد نبود ولی واقعا نمیدونم چرا اینقدر سرد بود. ارزش خرید نداشت,SAD,SAD,True,gpt-4.1
3819,پیتزا واقعا بد بود خمیر بود، واقعا این رستوران غذاهاش خیلی بی کیفیت شده,SAD,SAD,True,gpt-4.1
3820,من خیلی خوشم اومد. خوشمزه بود. البته از طعم سس هایی که فرستاده بودن خوشم نیومد. قرمزش انگار سرکه داشت سفیدش هم رقیق بود. خودم سس زدم.,HAPPY,HAPPY,True,gpt-4.1
3821,زرشک پلو بسیار عالی بود.,HAPPY,HAPPY,True,gpt-4.1
3822,من جوجه‌ها رو وزن کردم ۱۱۰گرمه نه ۲۲۰ گرم,SAD,SAD,True,gpt-4.1
3823,سفارش دیر به دستم رسید، لطفا در چیکن برگر به جای ناگت مرغ از خود مرغ استفاده کنید,HAPPY,SAD,False,gpt-4.1
3824,چیکن گریل برگر برخلاف ماشروم لاور برگر سرد بود. سیب‌زمینی‌اش هم زیادی شور بود.,HAPPY,SAD,False,gpt-4.1
3825,غذا‌ها کاملا سرد بود و مجبور شدیم مجددا گرم کنیم,SAD,SAD,True,gpt-4.1
3826,نمیدونم سس یا مخلوط روغن زیتون یا چیز دیگه‌ای داشت که شور بود. غیر از این غذای خوبی بود.,HAPPY,HAPPY,True,gpt-4.1
3827,جوجه کاملا نپخته بود,SAD,SAD,True,gpt-4.1
3828,اخرین خرید من خواهد بود. فاجعه بود,SAD,SAD,True,gpt-4.1
3829,معمولی بود یاد جالب نبود,HAPPY,SAD,False,gpt-4.1
3830,متاسفانه همراه با مرغ سوخاری، سالاد کلم نذاشته بودن. پیتزا مارگاریتا خوب بود,HAPPY,SAD,False,gpt-4.1
3831,"خیلی زودتر از زمان تعیین شده رسیدن, دلیوری عالی بود, کیفیت شیرینی‌ها بسیار درجه یک, تازه و خلاصه برای سفارش اول خیلی شگفت زده شدم.",HAPPY,HAPPY,True,gpt-4.1
3832,مثل همیشه خوب بود، اما پیتزا مارگاریتا کالباس نداره,HAPPY,HAPPY,True,gpt-4.1
3833,سوپش واقعا بد بود غیر قابل خوردن بود غذا هم سرده سرد بود,SAD,SAD,True,gpt-4.1
3834,خوب بود عالی ممنون,HAPPY,HAPPY,True,gpt-4.1
3835,خوب مزش و خیلی تند ولی تا بازش کردم چون لسته بندیش بد بود همش ریخت,HAPPY,SAD,False,gpt-4.1
3836,خمیر پیتزا به قدری نرم بود که باید با قاشق پیتزا می‌خوردیم,SAD,SAD,True,gpt-4.1
3837,دوست داشتم خوب بود مخصوصا سبزیجاتی که داره تازه و عالیه فقط نونش چون گرم بود بسته بندی داشت خیس و خمیر شده بود,HAPPY,HAPPY,True,gpt-4.1
3838,کاملا راضیم خیلی زود فرستادن برام,HAPPY,HAPPY,True,gpt-4.1
3839,من بیمارستان بود و خیلی سریع با دستم رسید و خیلی هم عالی بود و ممنون از پیکتون که غذا رو تا دم در اتاقم اورده بود,HAPPY,HAPPY,True,gpt-4.1
3840,دقیقا دو ساعت آماده سازی و تحویل غذا طول کشید.,SAD,SAD,True,gpt-4.1
3841,جالبه، بهترین برگر، پاستا فرچیز عالی، صبحانه متنوع و خاص! اما بقیه اینها عجیب زیره معمولی، نمیدونم داستان چیه. سوخاریشم اگه همونجا بزنیم بد نیست. برگر بزنید,HAPPY,HAPPY,True,gpt-4.1
3842,غذا فوقالعاده بود. طعم کباب حرف نداشت. مدت ارسال سفارش زیر ۳۰ دقیقه بود و غذا فوقالعاده گرم به دستمون رسید. تنها نکته منفی این بود که ماست و موسیر روفراموش کرده بودن ارسال کنن,SAD,HAPPY,False,gpt-4.1
3843,باسلام همه چی درست بود خیلی سریع آورده شد. با تشکر از اسنپ فود وسوپر مارکت ترنج,HAPPY,HAPPY,True,gpt-4.1
3844,عالی بودممنون از شما,HAPPY,HAPPY,True,gpt-4.1
3845,چیزبرگر که عالی بود. سیب زمینی مثل همیشه تازه نبود.,HAPPY,HAPPY,True,gpt-4.1
3846,خیلی خوب بود، فقط سس تند داخلش رو نباید بصورت پیش فرض بزنن. هر کس تو توضیحات نوشت بزنن براش.,HAPPY,HAPPY,True,gpt-4.1
3847,کیفیت و کمیت غذا عالی بود در ضمن آقای پیک هم خیلی مودب بودن و غذا رو تا دم در آپارتمانمون آوردن.,HAPPY,HAPPY,True,gpt-4.1
3848,کیفیت برخی از اقلام مثل انار و … بسیار بسیار بسیار بد بود! اصلا و ابدا قابل توجیه نیست!,SAD,SAD,True,gpt-4.1
3849,ممنون به موقع و سالم,HAPPY,HAPPY,True,gpt-4.1
3850,کیفیت غذاها عالی بود,HAPPY,HAPPY,True,gpt-4.1
3851,وانیلا همیشه خوبه، اما متأسفانه این سری کیک کاملا مونده بود حتی لایه‌های پنیر خامه کیک یخ زده بود و قسمت اسفنجی کیک خشک بود. از وانیلا بیشتر از این انتظار میره,SAD,SAD,True,gpt-4.1
3852,برگر کینگ، مزه‌اش خوب بود، اندازش در حد متوسط بود در کل به مسبت قیمت چنان غذای ویژه‌ای نبود …,HAPPY,SAD,False,gpt-4.1
3853,غذا بسیار دیر رسید! سرد و بی مزه شد بود. فکر کن پس از یک ساعت طول کشیدن باید یه غذای ماسیده رو بخوری/: لطفا مسئولین این فست فود به وضعیت پیک رسیدگی کنن!,SAD,SAD,True,gpt-4.1
3854,کفیت با توجه به قیمت خیلی خوبه,HAPPY,HAPPY,True,gpt-4.1
3855,متاسفانه آب زغال اخته فوق العاده بد و مصنوعی بود. ولی بقیه سفارشم خوب بود,SAD,SAD,True,gpt-4.1
3856,زمان ارسال سفارش مناسب بود,HAPPY,HAPPY,True,gpt-4.1
3857,با سلام و خسته نباشید خدمت شما عزیزان. خواستم ازتون تشکر کنم اولین باری بود که از رستوران شما غذا سفارش میدادم بسیااااااار خوشمزه بود. با توجه به فاصله‌ای که منزل ما با رستوران داشت نگران بودم غذا سرد بشه ولی کاملا داغ داغ بود. بسته بندی خیلی شیک و باکلاسی داشت. و از اینکه یک پرس چلو کباب هم به عنوان کوپن رایگان همراه با غذای سفارشی برامون ارسال کردید ازتون ممنون. آن شاالله پر روزی باشید. من مشتریان شدم و شما رو به دوستانم معرفی میکنم,HAPPY,HAPPY,True,gpt-4.1
3858,خیلی کهنه بود شیرینش این دفعه,SAD,SAD,True,gpt-4.1
3859,زمان رسیدن کم شه عالی میشه ١ ساعت زیاده واقعا,HAPPY,SAD,False,gpt-4.1
3860,خیلی شور بود که نمیشد خورد,SAD,SAD,True,gpt-4.1
3861,بسیار دیر رسید. نان خیلی کم داشت. حجمش خیلی پایین بود. درکل خوشم نیومد,SAD,SAD,True,gpt-4.1
3862,مثل همیشه ارسال با تاخیر و غذای نیمه سرد واقعا اینقدر سخت هست تا نحوه سرویس دهی تان را اصلاح کنید,SAD,SAD,True,gpt-4.1
3863,خوب بود غذاشون فقط کاش جوجه‌اش مغز پخت‌تر میشد,HAPPY,HAPPY,True,gpt-4.1
3864,خنک، شکرش اندازه بود، ممنونم عالى بود. تشکرازاخلاق خوب اسنپى‌ها,SAD,HAPPY,False,gpt-4.1
3865,انقدر کالباس پیتزا کیفیتش پایین بود و غضروفهای خیلی زیادی توش بود دیگه از این رستوران قطعا سفارش نمیدم,SAD,SAD,True,gpt-4.1
3866,همه چی عالی ۷ دقیقه از زمان ثبت سفارش تا دریافت خیلی هم تازه بود,HAPPY,HAPPY,True,gpt-4.1
3867,خیلی ممنون از سرویس دهی مناسب و برخورد عالی فروشگاه,HAPPY,HAPPY,True,gpt-4.1
3868,قبلا پیتزا همیشه گرم‌می‌رسید اما الان گهگاه شده که سرد میشه غذا تا به دست من می‌رسه و کاش این اتفاق پیش نیاد دیگه چون من همیشه دوس دارم‌ پیتزامو از باروژ بگیرم.,HAPPY,SAD,False,gpt-4.1
3869,سایز پیتزا واقعا کوچک بود به خاطر طرح مثلثی و گوشت کمی داشت بیشتر نون و پنیر شده بود.,SAD,SAD,True,gpt-4.1
3870,من قبلا ازین رستوران زیاد خرید کردم و غذاشون عالی بوده ولی به جرات میتونم بگم بدمزه‌ترین بال کبابی بود که تاحالا خوردم چون خیلی گشنم بود از این رستوران گرفتم که ریسک نکنم و غذاش خوب باشه اما اینقدر بو و طعم بدی داشت که نتونستم بخورم اینهمه پول دادم باید بشه غذای گربه این درسته؟ الانم اینهمه گرسنمه و تا بخوام جای دیگه سفارش بدم کلی طول میکشه واقعا متعجبم که رستورانی که همیشه غذاش عالی بود این چیه که فرستاده جالبه نه گوجه نه فلفل هیچ دور چینی هم نداره چرا واقعا؟؟؟؟,SAD,SAD,True,gpt-4.1
3871,منظم. تمیز. خوشمزه و حرفه‌ای,HAPPY,HAPPY,True,gpt-4.1
3872,مثل همیشه ساندویچ عالی بود و حجم سیب زمینی هم واقعا بیشتر از پولی که پرداخت میکنید هست. البته چون ما در نزدیکی عید سفارش دادیم سرشون شلوغ بود و یکم دیر آوردن که تو این زمان طبیعی هست,HAPPY,HAPPY,True,gpt-4.1
3873,ممنون. خیلی خوب بود,HAPPY,HAPPY,True,gpt-4.1
3874,نسبت به سری‌های قبل کیفیتش پایینتر اومده بود حجم غذا هم کم بود مخصوصا سیب زمینی کنار چیکن,SAD,SAD,True,gpt-4.1
3875,چرب بودن بیش از اندازه نان پیترا,SAD,SAD,True,gpt-4.1
3876,بسیار عالی و تازه,HAPPY,HAPPY,True,gpt-4.1
3877,روز به روز کوچکتر می‌شود,HAPPY,SAD,False,gpt-4.1
3878,من چندین سری از این فست فودی غذا گرفتم و بیشتر دفعات خوب و قابل قبول بوده ولی این سری آخر فوق العاده غذا بی کیفیت و مونده بود جای تاسف داره واقعا,SAD,SAD,True,gpt-4.1
3879,نان سمیت نبود. حجم بسیار ناچیز پنیر و قطر بیش از حد نان,SAD,SAD,True,gpt-4.1
3880,حمص دلپذیر بسیار بدمزه بود,HAPPY,SAD,False,gpt-4.1
3881,مرغ خشک و مونده,SAD,SAD,True,gpt-4.1
3882,در توضیحات نوشته بود سس قارچ، فقط کراکف انداختن تو نان با کاهو و گوجه و خیار شور,SAD,SAD,True,gpt-4.1
3883,نان سنگک ساده خیلی خمیر بود یعنی برشته نبود ای کاش بذارید بیشتر برشته بشه,HAPPY,SAD,False,gpt-4.1
3884,همواره اکبر جوجه سرد میباشید، انگار از چند روز پیش مانده و امروز گرم شده است. از طرفی در تمام نقاط ایران اکبر جوجه با رب انار سرو میشود نه رب ازگیل که بعد از تذکر چندین باره به رستوران باز هم این مورد را لحاظ نکرده‌اند.,SAD,SAD,True,gpt-4.1
3885,کیفیت غذا واقعا پایین اومده، ساعت ۲۱:۳۴ سفارش ثبت شده و تحویل غذا ساعت ۲۳:۲۲. یعنی برای یک پیتزا حدود ۲ساعت واقعا متاسفم,SAD,SAD,True,gpt-4.1
3886,هات داگ با قارچ و پنیر اصلا کیفیت خوبی نداشت و قارچ بسیار کم و میشه گفت اصلا نبود و در حد چند تیکه که باید میگشتى تا پیدا میکردى در کل اصلا راضی کننده نبود,SAD,SAD,True,gpt-4.1
3887,جعفری و گشنیز تازه نیست! لیچ افتاده. سه روز از تاریخ تولید گذشته و تنها یک روز زمان استفاده باقیمانده.,SAD,SAD,True,gpt-4.1
3888,وقتی در سفارش به تفکیک و با جزئیات درج شده کوکی فندق چرا میکس از هر چیزی دارید میفرستین؟! من فندقی سفارش دادم، ۳۰ درصدش بادام زمینی و شکلاتی و اینا بود! چرا واقعا؟!,HAPPY,SAD,False,gpt-4.1
3889,چرا انقدر کباب کم بود؟ نصف برنج موند کباب تموم شد,HAPPY,SAD,False,gpt-4.1
3890,کیفیت خیلی خوبی داشت. قیمت ولی بالا بود.,HAPPY,HAPPY,True,gpt-4.1
3891,سلام غذا‌های سیب همیشه عالی هست اما دفعه اول بود از این شعبه سفارش میدادم و رفتار به شدت بد پیک و طلب کار بودن فرد و نداشتن موبایل برای تماس گرفتن و اطلاع از خبر رسیدن غذا و بحث کردن با مشتری,SAD,SAD,True,gpt-4.1
3892,ارسال با تاخیر بود و غذا کاملا سرد بود در حالی که رستوران ۱۰۰ متر با خونه ما فاصله داره!!!!,SAD,SAD,True,gpt-4.1
3893,واقعا بد بود ما از یه رستوران دیگه سفارش زرشک پلو با مرغ داده بودیم از اسنپ تماس گرفتن که این رستوران بستس و سفارش شما رو انتقال میدیم به این رستوران که سفارش ما زرشک پلو بود که خوراک مرغ تحویل گرفتیم که با یه هزینه اضافی هم پرداخت کردیم ویه غذای کاملا بسیار بد بود واقعا که متاسفم,SAD,SAD,True,gpt-4.1
3894,نسبت به قبل کیفیت غذا و بسته بندی خیلی پایین اومده، ضمن اینکه با تاخیر اومد,SAD,SAD,True,gpt-4.1
3895,کیفیت پیتزا اصلا خوب نبود و همینطور من از طعمش راضی نبودم.,SAD,SAD,True,gpt-4.1
3896,کیفیت و طمع برگرش خیلی خوب بود,HAPPY,HAPPY,True,gpt-4.1
3897,سایزش خیلی کوچیکه و مخلفاتش واقعا خیلی کمه و نازکه. زمان تحویل هم نسبتا دیر بود.,HAPPY,SAD,False,gpt-4.1
3898,مرغ طعم دار شده بود اما ‌پختش به اندازه کافی نبود,SAD,SAD,True,gpt-4.1
3899,متاسفانه کیفیت برنج و طبخ مرغ خیلی با سفارش قبلی فرق داره! کیفیتون اومده پایین,SAD,SAD,True,gpt-4.1
3900,شیرینی نارگیلی عالی بود نون بربری کره‌ای هم خوبه، ولی یکم از حالت نون بودن خارج و به شیرینی بودن نزدیک شده اون پیوستگی نون بربری رو نداره,HAPPY,SAD,False,gpt-4.1
3901,قرمه‌سبزی خوب بود نسبتا راضی بودم,HAPPY,HAPPY,True,gpt-4.1
3902,خوشمزه بود حجمش هم زیاد بود دو نفر رو سیر میکرد,HAPPY,HAPPY,True,gpt-4.1
3903,شیری که فرستادن ۱ روز تاریخ داره,SAD,SAD,True,gpt-4.1
3904,سرعت کیفیت همه چیز عالی,HAPPY,HAPPY,True,gpt-4.1
3905,اصلا تازه نبود کمی بو یه موندگی میداد,SAD,SAD,True,gpt-4.1
3906,هانی تعریف نمی‌خواد ولی تو منطقه وزرا با آژانس فرستادن یکم نارضایتی ایجاد میکنه,HAPPY,SAD,False,gpt-4.1
3907,بندری نبود فقط سوسیس المانی و بسیار چرب غیر قابل خوردن,SAD,SAD,True,gpt-4.1
3908,پنیر پیتزا اصلا نداشت خمیر پیتزاکلفت کیفیت خیلی پایین,SAD,SAD,True,gpt-4.1
3909,خوشمزه بود ولی نسبت به قیمتش سایزش کوچیک بود,HAPPY,SAD,False,gpt-4.1
3910,خیلی خوب غذاهاش من که راضیم,HAPPY,HAPPY,True,gpt-4.1
3911,غذا سرد شده بود و از مرغ هایی که زمان زیادی از پخت گذشته بود گذاشتن.,HAPPY,SAD,False,gpt-4.1
3912,اصلا راضی نبودم. قبلا تو چیکن استریپس ۵ تکه بود ولی این دفعه فقط۳تیکه کوچیک بود. حد اقل تعداد رو در منو بزنید. هم حجم سالاد سزار و سس سزار رو کم کردید هم تعداد مرغ چیکن استریپس.,SAD,SAD,True,gpt-4.1
3913,نان بسیار خشک بود. یک عدد سس برای این ساندویچ خشک کمه,SAD,SAD,True,gpt-4.1
3914,نسبت ب قیمت سالاد اصلا ارزش خرید نداره,SAD,SAD,True,gpt-4.1
3915,غذا کاملا سرد شده بوده,SAD,SAD,True,gpt-4.1
3916,سرویس اسنپ اکسپرس واقعا بد هست من از ساعت ۱۰ سفارش دادم ۱۲ شب پیتزای سرد و بهم ریخته رسید دستم … الان بار سوم یا چهارم هست که این اتفاق میوفته واقعا دیگه سفارش نمیدم بهتون,SAD,SAD,True,gpt-4.1
3917,خیلی تازه بود همه چیز، ممنون,HAPPY,HAPPY,True,gpt-4.1
3918,غذا سرد بود و کباب ماسیده بود,SAD,SAD,True,gpt-4.1
3919,صبحانه‌ی بسیار خوب و معقول. ممنون و متشکر,HAPPY,HAPPY,True,gpt-4.1
3920,به اندازه پولی که میدی کیف میکنی,HAPPY,HAPPY,True,gpt-4.1
3921,اصلا خوب نبود. کباب مغزپخت نشده بود و اصلا مزه نداشت. دورچین هم خیلی غیرحرفه‌ای و بد. بدتر از همه نه قاشق چنگال داشت نه نمک و سماغ. سالاد سزار هم داغون. گذاشتن تو یخچال کلا دو سه تیکه فیله کوچیک بود اونم یخ یخ کاهو هم ازین کاهو گرد یا کاهو پیچ بود که مزه کلم میده. خب مگه مجبورید سالاد سزار بفروشید. سس عجیب غریب و بد مزه واقعا چرا.,SAD,SAD,True,gpt-4.1
3922,برعکس سایر غذاهای این رستوران، بسیار بی کیفیت و بی مزه و آبکی بود. اصلا راضی نبودم.,SAD,SAD,True,gpt-4.1
3923,چند قلم جنس خریدم که قیمتشون توی سایت هر کدوم سه چهار هزار تومن گرونتر از قیمت روی جنس بود!!!!,SAD,SAD,True,gpt-4.1
3924,خیلی خوشمزه بود و خیلی زود اوردن. متشکرم,HAPPY,HAPPY,True,gpt-4.1
3925,هم بادام زمینی اشتباه فرستاده شده بود و هم خوش بو کننده دهان. من علاقه‌ای به این طعم ندارم,SAD,SAD,True,gpt-4.1
3926,غذا علاوه بر اینکه دیر رسید سرد هم بود,HAPPY,SAD,False,gpt-4.1
3927,واقعا افتضاح بود. حجم سالاد رو کم کردن. بسته بندیش افتضاح شده. تعداد تیکه‌های مرغ و سیب رو به حداقل‌ترین ممکن اوردن پایین. فقط کاهو بود. دفعه‌های پیش خیلی بهتر بود,SAD,SAD,True,gpt-4.1
3928,ما بارها از باروژ سفارش دهدیم و همیشه گرم و با کیفیت ب دستمون رسیده. کلا این شعبه از باروژ تک هست,HAPPY,HAPPY,True,gpt-4.1
3929,اسم این غذا fast food، نه اینکه بعد ۱:۳۰ به دستت برسه,SAD,SAD,True,gpt-4.1
3930,خیلی ممنون از پرپروک بکه به درخواست ما توجه کرده بودن و غذاشون هم مثل همیشه عالی بود.,HAPPY,HAPPY,True,gpt-4.1
3931,بستنی‌ها خیلی خوب بود,HAPPY,HAPPY,True,gpt-4.1
3932,پیتزا سرد شده بود در صورتیکه منزل ما نزدیک به شعبه ولنجک هست و اینکه سس سالاد کج شده بود وریخته بود,SAD,SAD,True,gpt-4.1
3933,کیفیت غذا مثل همیشه عالی من مشتری دائمی رستوران شما شدم کیفیت غذا عالی,HAPPY,HAPPY,True,gpt-4.1
3934,همه چیز فوق العاده تازه بود.,HAPPY,HAPPY,True,gpt-4.1
3935,حجم برانی خیلی کمه نسبت به قیمتش غدا با اینکه تاخیر داشت ولی داغ و با کیفیت رسید حجم غذا خوب بود طعم هم خوشمزه بود,HAPPY,HAPPY,True,gpt-4.1
3936,برگر سوخته بود. پنیر اصلا آب نشده بود و به همان صورت که از بسته خارج میشود روی برگر گذاشته شده بود: (,SAD,SAD,True,gpt-4.1
3937,سلام. ‌سیب زمینی با سس آلفردو مثل دفعه‌های قبل نبود. مقدار سس آلفردو وااااقعا خیلی خیلی کم بود.,HAPPY,SAD,False,gpt-4.1
3938,با سلام، سس سیر ارسالی بشدت بد بود، و تیکه‌های سیر زیر دندون میومد که وااااقعا حس بدی منتقل میکرد. کیفیت پیتزا نسبت به سابق بشدت کم شده و از نظر من ارزش خرید دیگه نداره. و نکته‌ی آخر: توجه به توضیحات نشده بود. من درخواست آویشن و فلفل کرده بودم که ارسال نشد.,SAD,SAD,True,gpt-4.1
3939,سس سزار به نظرم کم مزه بود,HAPPY,SAD,False,gpt-4.1
3940,کیفیت مورد فبول بود اما عالی نبود,HAPPY,SAD,False,gpt-4.1
3941,ممنون از مدیریت خوب و یرویس دهی به موقع سوپر وحید,HAPPY,HAPPY,True,gpt-4.1
3942,خیلی زود و به موقع به دستم رسید,HAPPY,HAPPY,True,gpt-4.1
3943,باورم نمیشد سفارشی که دادم از دونر گاردن برام فرستاده شده بود خیلییی بیکیفت واقعا بی کیفیت امیدوارم زودتر رسیدگی کنن,SAD,SAD,True,gpt-4.1
3944,اسنپ کلا کارش درست هستش از همه نظر کارتون عالیه,SAD,HAPPY,False,gpt-4.1
3945,بهترین قنادی تهران. عاالی ممنون از اسنپ فود,HAPPY,HAPPY,True,gpt-4.1
3946,غذا بسیار سرد، کیفیت خیلی خیلی خیلی بد پیتزا، مجبور شدم بریزم دور اصلا قابل خوردن نبود، پیتزا بوی بدی میداد، احتمال زیاد پیتزا مونده بود چون مرغ داخل پیتزا هم سفت بود هم خیلی بد مزه و بد بو. واقعا افتضاح بود. تماس گرفتم با پرپروک گفتن هیچ کسی اعتراض نکرده شما از جای دیگه غذا بگیر. واقعا متاسفم برای این فرهنگ بسیار پایین و ادم‌های که به خاطر پول همه جور توهینی به همه میکنن.,SAD,SAD,True,gpt-4.1
3947,کیفیت گوشت ساندویچ رست بیف مدتیست که پایین اومده. لطفا کیفیتش اصلاح شود.,SAD,SAD,True,gpt-4.1
3948,من دوتا ژامبون تنوری سفارش دادم یدونه آوردن واقعا همچین اشتباهی دیگه عجیبه,SAD,SAD,True,gpt-4.1
3949,یک کیلو کیک با این قیمت افتضاهه,SAD,SAD,True,gpt-4.1
3950,"حرف نداشت , مثل همیشه عالی بود",HAPPY,HAPPY,True,gpt-4.1
3951,متاسفانه به اعتماد مشتری احترام‌نمی دارید بی بی خیارمثل خیارسالادی مونده بودقابل خوردن نبود. بادمجان قلمی نبودیه دونه ازبادمجانها خیلی واضح خراب بود. گوجه سبزوتوت فرنگی به نطر مقدارشون کمتراز انچه درسفارش قید شده بودو کیفیت واقعا پایینی داشت چندتاش خراب بود. سبزی خوردن خوب بود. وحجمش هم عالی بود. امیدوارم سبزی من به اندازه مشتریاش وفادارباشه و کیفیت بارهارو دوباره بالا ببره. زنجبیل هم خیلی مونده وپلاسیده بود.,SAD,SAD,True,gpt-4.1
3952,خوب بود فقط سرد بود کاملا,HAPPY,SAD,False,gpt-4.1
3953,دم شما گرم ک نوشابه سفارش دادم اما نزاشتین,SAD,SAD,True,gpt-4.1
3954,ظرف پیتزا از مقوای بازیافتی تهیه شده بود که به شدت غیر بعداشتی است. اما ظرف همبرگر اینجور نبود. ظرف پیتزا کوچکتر از پیتزا بود. در هر برش از پیتزا فقط یک تکه مرغ!! وجود داشت به اندازه یک بند انگشت و بسیار نازک! با قیمت همخوانی نداشت.,SAD,SAD,True,gpt-4.1
3955,دفعه اول بود سفارش میدادم از اینجا. هم پیک بسیار زود رسید هم کیفیت همه چی عالی بود. قطعا دوباره سفارش میدم. ممنون از شیرینی فروشی vip و اسنپ,SAD,HAPPY,False,gpt-4.1
3956,غذا کاملا سرد تحویل شد، مخصوصا سیب زمینی و پیتزا، پیتزا بیمزه بود مرغ اصلا طمع نداشت از پرپروک بعید بود,SAD,SAD,True,gpt-4.1
3957,غذا عالی بود ولی خیلی خیلی خیلی دیر ارسال شد,HAPPY,SAD,False,gpt-4.1
3958,خیییییلی خیلیییی تازه و خوشمزه بود و خیلی سریع رسید به دستم. کیف کردم. مرسی,HAPPY,HAPPY,True,gpt-4.1
3959,پیتزاهاشون خوشمزه بود، سیب زمینی هم ترد و خوب بود، از ثبت سفارش تا دریافت غذا زمان طولانی نداشت و در کل راضی بودیم، ممنون،,HAPPY,HAPPY,True,gpt-4.1
